ID;TARGET
ID00215;2.0
ID00216;2.0
ID00217;2.0
ID00218;1.0
ID00219;3.0
ID00220;2.0
ID00221;2.0
ID00222;2.0
ID00223;2.0
ID00224;2.0
ID00225;0.0
ID00226;3.0
ID00227;2.0
ID00228;4.0
ID00229;3.0
ID00230;2.0
ID00231;3.0
ID00232;2.0
ID00233;2.0
ID00234;3.0
ID00235;3.0
ID00236;3.0
ID00237;0.0
ID00238;3.0
ID00239;3.0
ID00240;4.0
ID00241;2.0
ID00242;3.0
ID00243;2.0
ID00244;4.0
ID00245;2.0
ID00246;3.0
ID00247;3.0
ID00248;4.0
ID00249;2.0
ID00250;3.0
ID00251;2.0
ID00252;2.0
ID00253;3.0
ID00254;2.0
ID00255;2.0
ID00256;2.0
ID00257;2.0
ID00258;2.0
ID00259;2.0
ID00260;3.0
ID00261;4.0
ID00262;2.0
ID00263;4.0
ID00264;2.0
ID00265;2.0
ID00266;4.0
ID00267;2.0
ID00268;2.0
ID00269;2.0
ID00270;2.0
ID00271;2.0
ID00272;4.0
ID00273;3.0
ID00274;4.0
ID00275;3.0
ID00276;2.0
ID00277;2.0
ID00278;2.0
ID00279;3.0
ID00280;2.0
ID00281;2.0
ID00282;2.0
ID00283;3.0
ID00284;2.0
ID00285;2.0
ID00286;2.0
ID00287;3.0
ID00288;4.0
ID00289;3.0
ID00290;2.0
ID00291;2.0
ID00292;4.0
ID00293;2.0
ID00294;2.0
ID00295;3.0
ID00296;2.0
ID00297;3.0
ID00298;2.0
ID00299;3.0
ID00300;2.0
ID00301;0.0
ID00302;2.0
ID00303;3.0
ID00304;3.0
ID00305;2.0
ID00306;2.0
ID00307;4.0
ID00308;3.0
ID00309;3.0
ID00310;2.0
ID00311;2.0
ID00312;1.0
ID00313;4.0
ID00314;2.0
ID00315;3.0
ID00316;0.0
ID00317;3.0
ID00318;2.0
ID00319;3.0
ID00320;0.0
ID00321;2.0
ID00322;4.0
ID00323;2.0
ID00324;2.0
ID00325;2.0
ID00326;2.0
ID00327;3.0
ID00328;4.0
ID00329;2.0
ID00330;3.0
ID00331;2.0
ID00332;2.0
ID00333;0.0
ID00334;2.0
ID00335;3.0
ID00336;3.0
ID00337;4.0
ID00338;4.0
ID00339;2.0
ID00340;2.0
ID00341;3.0
ID00342;2.0
ID00343;3.0
ID00344;2.0
ID00345;2.0
ID00346;2.0
ID00347;4.0
ID00348;2.0
ID00349;4.0
ID00350;3.0
ID00351;3.0
ID00352;3.0
ID00353;3.0
ID00354;3.0
ID00355;0.0
ID00356;2.0
ID00357;3.0
ID00358;3.0
ID00359;2.0
ID00360;2.0
ID00361;2.0
ID00362;3.0
ID00363;2.0
ID00364;4.0
ID00365;2.0
ID00366;2.0
ID00367;2.0
ID00368;3.0
ID00369;2.0
ID00370;2.0
ID00371;2.0
ID00372;2.0
ID00373;2.0
ID00374;2.0
ID00375;4.0
ID00376;2.0
ID00377;3.0
ID00378;2.0
ID00379;2.0
ID00380;2.0
ID00381;3.0
ID00382;2.0
ID00383;3.0
ID00384;3.0
ID00385;3.0
ID00386;2.0
ID00387;2.0
ID00388;3.0
ID00389;3.0
ID00390;3.0
ID00391;3.0
ID00392;4.0
ID00393;3.0
ID00394;3.0
ID00395;4.0
ID00396;3.0
ID00397;2.0
ID00398;2.0
ID00399;3.0
ID00400;2.0
ID00401;3.0
ID00402;2.0
ID00403;2.0
ID00404;2.0
ID00405;1.0
ID00406;3.0
ID00407;3.0
ID00408;3.0
ID00409;3.0
ID00410;2.0
ID00411;2.0
ID00412;3.0
ID00413;2.0
ID00414;3.0
ID00415;2.0
ID00416;3.0
ID00417;2.0
ID00418;3.0
ID00419;2.0
ID00420;2.0
ID00421;0.0
ID00422;3.0
ID00423;2.0
ID00424;2.0
ID00425;4.0
ID00426;3.0
ID00427;2.0
ID00428;2.0
ID00429;2.0
ID00430;4.0
ID00431;2.0
ID00432;3.0
ID00433;0.0
ID00434;3.0
ID00435;4.0
ID00436;2.0
ID00437;4.0
ID00438;3.0
ID00439;2.0
ID00440;3.0
ID00441;2.0
ID00442;3.0
ID00443;2.0
ID00444;2.0
ID00445;3.0
ID00446;4.0
ID00447;2.0
ID00448;2.0
ID00449;2.0
ID00450;2.0
ID00451;4.0
ID00452;3.0
ID00453;2.0
ID00454;2.0
ID00455;2.0
ID00456;2.0
ID00457;2.0
ID00458;3.0
ID00459;3.0
ID00460;2.0
ID00461;2.0
ID00462;2.0
ID00463;2.0
ID00464;2.0
ID00465;2.0
ID00466;0.0
ID00467;3.0
ID00468;2.0
ID00469;2.0
ID00470;3.0
ID00471;4.0
ID00472;2.0
ID00473;2.0
ID00474;3.0
ID00475;3.0
ID00476;1.0
ID00477;2.0
ID00478;2.0
ID00479;2.0
ID00480;2.0
ID00481;3.0
ID00482;3.0
ID00483;2.0
ID00484;2.0
ID00485;2.0
ID00486;2.0
ID00487;3.0
ID00488;2.0
ID00489;2.0
ID00490;3.0
ID00491;2.0
ID00492;3.0
ID00493;2.0
ID00494;2.0
ID00495;3.0
ID00496;2.0
ID00497;2.0
ID00498;2.0
ID00499;2.0
ID00500;2.0
ID00501;2.0
ID00502;3.0
ID00503;2.0
ID00504;2.0
ID00505;4.0
ID00506;3.0
ID00507;2.0
ID00508;2.0
ID00509;4.0
ID00510;2.0
ID00511;2.0
ID00512;3.0
ID00513;4.0
ID00514;3.0
ID00515;2.0
ID00516;0.0
ID00517;3.0
ID00518;2.0
ID00519;3.0
ID00520;4.0
ID00521;3.0
ID00522;3.0
ID00523;2.0
ID00524;0.0
ID00525;2.0
ID00526;2.0
ID00527;3.0
ID00528;2.0
ID00529;2.0
ID00530;2.0
ID00531;2.0
ID00532;2.0
ID00533;2.0
ID00534;2.0
ID00535;2.0
ID00536;3.0
ID00537;3.0
ID00538;2.0
ID00539;4.0
ID00540;3.0
ID00541;2.0
ID00542;3.0
ID00543;3.0
ID00544;3.0
ID00545;2.0
ID00546;2.0
ID00547;3.0
ID00548;2.0
ID00549;3.0
ID00550;3.0
ID00551;0.0
ID00552;3.0
ID00553;4.0
ID00554;3.0
ID00555;4.0
ID00556;4.0
ID00557;2.0
ID00558;2.0
ID00559;3.0
ID00560;2.0
ID00561;2.0
ID00562;2.0
ID00563;3.0
ID00564;3.0
ID00565;2.0
ID00566;0.0
ID00567;4.0
ID00568;2.0
ID00569;4.0
ID00570;3.0
ID00571;3.0
ID00572;3.0
ID00573;2.0
ID00574;3.0
ID00575;2.0
ID00576;3.0
ID00577;2.0
ID00578;4.0
ID00579;4.0
ID00580;4.0
ID00581;2.0
ID00582;3.0
ID00583;3.0
ID00584;4.0
ID00585;4.0
ID00586;3.0
ID00587;3.0
ID00588;2.0
ID00589;3.0
ID00590;2.0
ID00591;3.0
ID00592;3.0
ID00593;2.0
ID00594;2.0
ID00595;3.0
ID00596;2.0
ID00597;2.0
ID00598;2.0
ID00599;2.0
ID00600;3.0
ID00601;3.0
ID00602;4.0
ID00603;4.0
ID00604;2.0
ID00605;3.0
ID00606;2.0
ID00607;2.0
ID00608;2.0
ID00609;2.0
ID00610;4.0
ID00611;2.0
ID00612;2.0
ID00613;2.0
ID00614;3.0
ID00615;2.0
ID00616;2.0
ID00617;3.0
ID00618;3.0
ID00619;2.0
ID00620;3.0
ID00621;3.0
ID00622;4.0
ID00623;2.0
ID00624;2.0
ID00625;2.0
ID00626;0.0
ID00627;2.0
ID00628;3.0
ID00629;2.0
ID00630;2.0
ID00631;3.0
ID00632;2.0
ID00633;2.0
ID00634;3.0
ID00635;4.0
ID00636;2.0
ID00637;2.0
ID00638;2.0
ID00639;4.0
ID00640;3.0
ID00641;3.0
ID00642;3.0
ID00643;2.0
ID00644;2.0
ID00645;2.0
ID00646;2.0
ID00647;2.0
ID00648;3.0
ID00649;3.0
ID00650;3.0
ID00651;2.0
ID00652;0.0
ID00653;2.0
ID00654;2.0
ID00655;2.0
ID00656;2.0
ID00657;2.0
ID00658;2.0
ID00659;3.0
ID00660;3.0
ID00661;3.0
ID00662;4.0
ID00663;3.0
ID00664;3.0
ID00665;3.0
ID00666;3.0
ID00667;2.0
ID00668;2.0
ID00669;3.0
ID00670;3.0
ID00671;4.0
ID00672;2.0
ID00673;2.0
ID00674;2.0
ID00675;2.0
ID00676;2.0
ID00677;2.0
ID00678;2.0
ID00679;4.0
ID00680;2.0
ID00681;3.0
ID00682;3.0
ID00683;3.0
ID00684;2.0
ID00685;3.0
ID00686;2.0
ID00687;2.0
ID00688;2.0
ID00689;2.0
ID00690;3.0
ID00691;3.0
ID00692;2.0
ID00693;4.0
ID00694;1.0
ID00695;2.0
ID00696;3.0
ID00697;2.0
ID00698;4.0
ID00699;2.0
ID00700;2.0
ID00701;3.0
ID00702;2.0
ID00703;2.0
ID00704;3.0
ID00705;3.0
ID00706;3.0
ID00707;2.0
ID00708;2.0
ID00709;2.0
ID00710;3.0
ID00711;4.0
ID00712;4.0
ID00713;4.0
ID00714;2.0
ID00715;3.0
ID00716;2.0
ID00717;2.0
ID00718;2.0
ID00719;2.0
ID00720;2.0
ID00721;2.0
ID00722;4.0
ID00723;4.0
ID00724;2.0
ID00725;3.0
ID00726;4.0
ID00727;2.0
ID00728;2.0
ID00729;2.0
ID00730;3.0
ID00731;2.0
ID00732;2.0
ID00733;3.0
ID00734;2.0
ID00735;4.0
ID00736;3.0
ID00737;2.0
ID00738;2.0
ID00739;2.0
ID00740;2.0
ID00741;1.0
ID00742;3.0
ID00743;2.0
ID00744;4.0
ID00745;3.0
ID00746;2.0
ID00747;3.0
ID00748;3.0
ID00749;2.0
ID00750;3.0
ID00751;3.0
ID00752;2.0
ID00753;2.0
ID00754;2.0
ID00755;3.0
ID00756;3.0
ID00757;2.0
ID00758;2.0
ID00759;0.0
ID00760;3.0
ID00761;2.0
ID00762;2.0
ID00763;4.0
ID00764;3.0
ID00765;3.0
ID00766;3.0
ID00767;4.0
ID00768;3.0
ID00769;3.0
ID00770;3.0
ID00771;2.0
ID00772;2.0
ID00773;3.0
ID00774;3.0
ID00775;2.0
ID00776;2.0
ID00777;3.0
ID00778;3.0
ID00779;2.0
ID00780;3.0
ID00781;2.0
ID00782;4.0
ID00783;3.0
ID00784;3.0
ID00785;2.0
ID00786;3.0
ID00787;2.0
ID00788;2.0
ID00789;3.0
ID00790;4.0
ID00791;4.0
ID00792;2.0
ID00793;2.0
ID00794;3.0
ID00795;3.0
ID00796;3.0
ID00797;4.0
ID00798;3.0
ID00799;3.0
ID00800;2.0
ID00801;3.0
ID00802;2.0
ID00803;2.0
ID00804;2.0
ID00805;2.0
ID00806;3.0
ID00807;3.0
ID00808;2.0
ID00809;4.0
ID00810;2.0
ID00811;3.0
ID00812;1.0
ID00813;4.0
ID00814;2.0
ID00815;3.0
ID00816;2.0
ID00817;0.0
ID00818;2.0
ID00819;3.0
ID00820;1.0
ID00821;2.0
ID00822;4.0
ID00823;3.0
ID00824;3.0
ID00825;2.0
ID00826;4.0
ID00827;2.0
ID00828;4.0
ID00829;4.0
ID00830;4.0
ID00831;2.0
ID00832;3.0
ID00833;2.0
ID00834;3.0
ID00835;2.0
ID00836;3.0
ID00837;4.0
ID00838;3.0
ID00839;3.0
ID00840;2.0
ID00841;4.0
ID00842;4.0
ID00843;3.0
ID00844;2.0
ID00845;2.0
ID00846;2.0
ID00847;4.0
ID00848;3.0
ID00849;2.0
ID00850;3.0
ID00851;4.0
ID00852;3.0
ID00853;2.0
ID00854;2.0
ID00855;2.0
ID00856;2.0
ID00857;2.0
ID00858;2.0
ID00859;2.0
ID00860;0.0
ID00861;3.0
ID00862;2.0
ID00863;2.0
ID00864;2.0
ID00865;0.0
ID00866;2.0
ID00867;3.0
ID00868;3.0
ID00869;4.0
ID00870;2.0
ID00871;2.0
ID00872;2.0
ID00873;3.0
ID00874;2.0
ID00875;2.0
ID00876;3.0
ID00877;3.0
ID00878;2.0
ID00879;2.0
ID00880;4.0
ID00881;3.0
ID00882;2.0
ID00883;1.0
ID00884;2.0
ID00885;2.0
ID00886;2.0
ID00887;4.0
ID00888;2.0
ID00889;2.0
ID00890;3.0
ID00891;2.0
ID00892;3.0
ID00893;2.0
ID00894;4.0
ID00895;3.0
ID00896;2.0
ID00897;2.0
ID00898;3.0
ID00899;2.0
ID00900;3.0
ID00901;2.0
ID00902;2.0
ID00903;2.0
ID00904;3.0
ID00905;2.0
ID00906;2.0
ID00907;3.0
ID00908;2.0
ID00909;2.0
ID00910;2.0
ID00911;3.0
ID00912;3.0
ID00913;3.0
ID00914;3.0
ID00915;1.0
ID00916;2.0
ID00917;2.0
ID00918;4.0
ID00919;3.0
ID00920;3.0
ID00921;2.0
ID00922;2.0
ID00923;2.0
ID00924;3.0
ID00925;4.0
ID00926;2.0
ID00927;2.0
ID00928;2.0
ID00929;3.0
ID00930;2.0
ID00931;4.0
ID00932;3.0
ID00933;2.0
ID00934;2.0
ID00935;3.0
ID00936;2.0
ID00937;3.0
ID00938;3.0
ID00939;4.0
ID00940;2.0
ID00941;0.0
ID00942;2.0
ID00943;3.0
ID00944;2.0
ID00945;3.0
ID00946;2.0
ID00947;4.0
ID00948;4.0
ID00949;3.0
ID00950;3.0
ID00951;4.0
ID00952;3.0
ID00953;2.0
ID00954;3.0
ID00955;3.0
ID00956;2.0
ID00957;4.0
ID00958;3.0
ID00959;2.0
ID00960;2.0
ID00961;3.0
ID00962;2.0
ID00963;3.0
ID00964;3.0
ID00965;2.0
ID00966;2.0
ID00967;2.0
ID00968;3.0
ID00969;2.0
ID00970;0.0
ID00971;2.0
ID00972;4.0
ID00973;3.0
ID00974;3.0
ID00975;2.0
ID00976;2.0
ID00977;2.0
ID00978;2.0
ID00979;2.0
ID00980;3.0
ID00981;3.0
ID00982;3.0
ID00983;2.0
ID00984;3.0
ID00985;3.0
ID00986;0.0
ID00987;2.0
ID00988;2.0
ID00989;2.0
ID00990;3.0
ID00991;3.0
ID00992;2.0
ID00993;2.0
ID00994;2.0
ID00995;3.0
ID00996;4.0
ID00997;3.0
ID00998;2.0
ID00999;2.0
ID01000;2.0
ID01001;3.0
ID01002;2.0
ID01003;3.0
ID01004;3.0
ID01005;2.0
ID01006;2.0
ID01007;2.0
ID01008;3.0
ID01009;3.0
ID01010;2.0
ID01011;2.0
ID01012;1.0
ID01013;4.0
ID01014;2.0
ID01015;4.0
ID01016;2.0
ID01017;3.0
ID01018;3.0
ID01019;2.0
ID01020;2.0
ID01021;2.0
ID01022;2.0
ID01023;4.0
ID01024;2.0
ID01025;3.0
ID01026;3.0
ID01027;2.0
ID01028;2.0
ID01029;2.0
ID01030;4.0
ID01031;3.0
ID01032;2.0
ID01033;2.0
ID01034;2.0
ID01035;3.0
ID01036;4.0
ID01037;3.0
ID01038;4.0
ID01039;2.0
ID01040;3.0
ID01041;4.0
ID01042;3.0
ID01043;3.0
ID01044;0.0
ID01045;3.0
ID01046;0.0
ID01047;3.0
ID01048;0.0
ID01049;4.0
ID01050;3.0
ID01051;2.0
ID01052;2.0
ID01053;2.0
ID01054;2.0
ID01055;4.0
ID01056;2.0
ID01057;1.0
ID01058;3.0
ID01059;2.0
ID01060;2.0
ID01061;1.0
ID01062;3.0
ID01063;2.0
ID01064;2.0
ID01065;2.0
ID01066;2.0
ID01067;3.0
ID01068;0.0
ID01069;4.0
ID01070;3.0
ID01071;2.0
ID01072;3.0
ID01073;2.0
ID01074;4.0
ID01075;2.0
ID01076;4.0
ID01077;2.0
ID01078;3.0
ID01079;4.0
ID01080;2.0
ID01081;3.0
ID01082;0.0
ID01083;2.0
ID01084;2.0
ID01085;0.0
ID01086;3.0
ID01087;3.0
ID01088;0.0
ID01089;4.0
ID01090;2.0
ID01091;2.0
ID01092;4.0
ID01093;3.0
ID01094;2.0
ID01095;2.0
ID01096;3.0
ID01097;2.0
ID01098;4.0
ID01099;3.0
ID01100;2.0
ID01101;2.0
ID01102;3.0
ID01103;2.0
ID01104;4.0
ID01105;2.0
ID01106;2.0
ID01107;2.0
ID01108;4.0
ID01109;4.0
ID01110;2.0
ID01111;3.0
ID01112;0.0
ID01113;4.0
ID01114;4.0
ID01115;3.0
ID01116;3.0
ID01117;2.0
ID01118;0.0
ID01119;2.0
ID01120;3.0
ID01121;4.0
ID01122;3.0
ID01123;2.0
ID01124;2.0
ID01125;2.0
ID01126;3.0
ID01127;0.0
ID01128;3.0
ID01129;3.0
ID01130;2.0
ID01131;2.0
ID01132;3.0
ID01133;2.0
ID01134;3.0
ID01135;3.0
ID01136;2.0
ID01137;2.0
ID01138;4.0
ID01139;2.0
ID01140;2.0
ID01141;0.0
ID01142;2.0
ID01143;0.0
ID01144;3.0
ID01145;0.0
ID01146;4.0
ID01147;2.0
ID01148;2.0
ID01149;2.0
ID01150;2.0
ID01151;3.0
ID01152;3.0
ID01153;2.0
ID01154;2.0
ID01155;3.0
ID01156;2.0
ID01157;4.0
ID01158;3.0
ID01159;3.0
ID01160;2.0
ID01161;2.0
ID01162;3.0
ID01163;3.0
ID01164;4.0
ID01165;2.0
ID01166;1.0
ID01167;0.0
ID01168;3.0
ID01169;2.0
ID01170;2.0
ID01171;2.0
ID01172;2.0
ID01173;3.0
ID01174;3.0
ID01175;3.0
ID01176;2.0
ID01177;2.0
ID01178;2.0
ID01179;3.0
ID01180;0.0
ID01181;2.0
ID01182;3.0
ID01183;2.0
ID01184;4.0
ID01185;4.0
ID01186;0.0
ID01187;3.0
ID01188;4.0
ID01189;2.0
ID01190;2.0
ID01191;2.0
ID01192;2.0
ID01193;3.0
ID01194;2.0
ID01195;2.0
ID01196;0.0
ID01197;2.0
ID01198;2.0
ID01199;0.0
ID01200;3.0
ID01201;2.0
ID01202;4.0
ID01203;2.0
ID01204;2.0
ID01205;2.0
ID01206;3.0
ID01207;3.0
ID01208;3.0
ID01209;2.0
ID01210;2.0
ID01211;4.0
ID01212;3.0
ID01213;2.0
ID01214;3.0
ID01215;1.0
ID01216;3.0
ID01217;3.0
ID01218;4.0
ID01219;4.0
ID01220;2.0
ID01221;3.0
ID01222;2.0
ID01223;2.0
ID01224;0.0
ID01225;2.0
ID01226;3.0
ID01227;3.0
ID01228;2.0
ID01229;2.0
ID01230;2.0
ID01231;2.0
ID01232;2.0
ID01233;0.0
ID01234;2.0
ID01235;3.0
ID01236;3.0
ID01237;4.0
ID01238;4.0
ID01239;2.0
ID01240;3.0
ID01241;3.0
ID01242;2.0
ID01243;2.0
ID01244;3.0
ID01245;0.0
ID01246;3.0
ID01247;3.0
ID01248;2.0
ID01249;2.0
ID01250;2.0
ID01251;3.0
ID01252;2.0
ID01253;3.0
ID01254;0.0
ID01255;2.0
ID01256;3.0
ID01257;3.0
ID01258;4.0
ID01259;4.0
ID01260;2.0
ID01261;4.0
ID01262;2.0
ID01263;3.0
ID01264;2.0
ID01265;4.0
ID01266;3.0
ID01267;3.0
ID01268;3.0
ID01269;2.0
ID01270;4.0
ID01271;2.0
ID01272;2.0
ID01273;2.0
ID01274;3.0
ID01275;2.0
ID01276;3.0
ID01277;2.0
ID01278;2.0
ID01279;2.0
ID01280;2.0
ID01281;3.0
ID01282;3.0
ID01283;4.0
ID01284;3.0
ID01285;2.0
ID01286;4.0
ID01287;2.0
ID01288;2.0
ID01289;2.0
ID01290;4.0
ID01291;2.0
ID01292;3.0
ID01293;3.0
ID01294;3.0
ID01295;0.0
ID01296;3.0
ID01297;3.0
ID01298;1.0
ID01299;4.0
ID01300;3.0
ID01301;3.0
ID01302;2.0
ID01303;2.0
ID01304;2.0
ID01305;3.0
ID01306;1.0
ID01307;2.0
ID01308;2.0
ID01309;2.0
ID01310;3.0
ID01311;3.0
ID01312;2.0
ID01313;4.0
ID01314;2.0
ID01315;2.0
ID01316;4.0
ID01317;4.0
ID01318;3.0
ID01319;4.0
ID01320;2.0
ID01321;3.0
ID01322;2.0
ID01323;0.0
ID01324;2.0
ID01325;2.0
ID01326;2.0
ID01327;2.0
ID01328;2.0
ID01329;3.0
ID01330;2.0
ID01331;4.0
ID01332;2.0
ID01333;2.0
ID01334;4.0
ID01335;2.0
ID01336;2.0
ID01337;0.0
ID01338;2.0
ID01339;2.0
ID01340;2.0
ID01341;2.0
ID01342;2.0
ID01343;2.0
ID01344;3.0
ID01345;2.0
ID01346;4.0
ID01347;2.0
ID01348;3.0
ID01349;2.0
ID01350;2.0
ID01351;4.0
ID01352;2.0
ID01353;3.0
ID01354;2.0
ID01355;0.0
ID01356;2.0
ID01357;2.0
ID01358;4.0
ID01359;4.0
ID01360;2.0
ID01361;2.0
ID01362;2.0
ID01363;4.0
ID01364;4.0
ID01365;0.0
ID01366;3.0
ID01367;2.0
ID01368;2.0
ID01369;4.0
ID01370;2.0
ID01371;2.0
ID01372;3.0
ID01373;3.0
ID01374;2.0
ID01375;2.0
ID01376;3.0
ID01377;4.0
ID01378;4.0
ID01379;4.0
ID01380;3.0
ID01381;3.0
ID01382;2.0
ID01383;2.0
ID01384;3.0
ID01385;3.0
ID01386;3.0
ID01387;3.0
ID01388;4.0
ID01389;4.0
ID01390;3.0
ID01391;2.0
ID01392;4.0
ID01393;2.0
ID01394;2.0
ID01395;2.0
ID01396;4.0
ID01397;3.0
ID01398;2.0
ID01399;2.0
ID01400;3.0
ID01401;4.0
ID01402;3.0
ID01403;3.0
ID01404;3.0
ID01405;2.0
ID01406;2.0
ID01407;2.0
ID01408;2.0
ID01409;4.0
ID01410;2.0
ID01411;3.0
ID01412;3.0
ID01413;2.0
ID01414;3.0
ID01415;3.0
ID01416;2.0
ID01417;0.0
ID01418;3.0
ID01419;2.0
ID01420;2.0
ID01421;2.0
ID01422;3.0
ID01423;3.0
ID01424;2.0
ID01425;2.0
ID01426;3.0
ID01427;2.0
ID01428;3.0
ID01429;2.0
ID01430;2.0
ID01431;2.0
ID01432;3.0
ID01433;3.0
ID01434;2.0
ID01435;4.0
ID01436;2.0
ID01437;2.0
ID01438;3.0
ID01439;2.0
ID01440;3.0
ID01441;2.0
ID01442;3.0
ID01443;2.0
ID01444;3.0
ID01445;3.0
ID01446;2.0
ID01447;0.0
ID01448;3.0
ID01449;3.0
ID01450;2.0
ID01451;0.0
ID01452;4.0
ID01453;2.0
ID01454;0.0
ID01455;2.0
ID01456;3.0
ID01457;3.0
ID01458;2.0
ID01459;3.0
ID01460;4.0
ID01461;2.0
ID01462;2.0
ID01463;2.0
ID01464;3.0
ID01465;3.0
ID01466;2.0
ID01467;4.0
ID01468;0.0
ID01469;1.0
ID01470;2.0
ID01471;2.0
ID01472;4.0
ID01473;2.0
ID01474;1.0
ID01475;2.0
ID01476;4.0
ID01477;0.0
ID01478;2.0
ID01479;2.0
ID01480;3.0
ID01481;2.0
ID01482;2.0
ID01483;3.0
ID01484;2.0
ID01485;2.0
ID01486;3.0
ID01487;2.0
ID01488;4.0
ID01489;3.0
ID01490;2.0
ID01491;0.0
ID01492;2.0
ID01493;4.0
ID01494;2.0
ID01495;2.0
ID01496;3.0
ID01497;2.0
ID01498;4.0
ID01499;2.0
ID01500;4.0
ID01501;2.0
ID01502;2.0
ID01503;2.0
ID01504;4.0
ID01505;2.0
ID01506;4.0
ID01507;2.0
ID01508;3.0
ID01509;3.0
ID01510;2.0
ID01511;4.0
ID01512;3.0
ID01513;2.0
ID01514;2.0
ID01515;3.0
ID01516;0.0
ID01517;3.0
ID01518;2.0
ID01519;1.0
ID01520;3.0
ID01521;2.0
ID01522;0.0
ID01523;3.0
ID01524;2.0
ID01525;2.0
ID01526;2.0
ID01527;3.0
ID01528;2.0
ID01529;3.0
ID01530;2.0
ID01531;3.0
ID01532;2.0
ID01533;2.0
ID01534;4.0
ID01535;4.0
ID01536;2.0
ID01537;4.0
ID01538;2.0
ID01539;3.0
ID01540;4.0
ID01541;3.0
ID01542;3.0
ID01543;3.0
ID01544;3.0
ID01545;3.0
ID01546;2.0
ID01547;2.0
ID01548;3.0
ID01549;2.0
ID01550;2.0
ID01551;2.0
ID01552;2.0
ID01553;2.0
ID01554;0.0
ID01555;3.0
ID01556;4.0
ID01557;3.0
ID01558;2.0
ID01559;3.0
ID01560;3.0
ID01561;3.0
ID01562;2.0
ID01563;3.0
ID01564;4.0
ID01565;2.0
ID01566;2.0
ID01567;2.0
ID01568;3.0
ID01569;3.0
ID01570;4.0
ID01571;2.0
ID01572;2.0
ID01573;3.0
ID01574;2.0
ID01575;3.0
ID01576;3.0
ID01577;0.0
