ID,TARGET
ID00379,3.0
ID00380,2.0
ID00381,2.0
ID00382,3.0
ID00383,4.0
ID00384,3.0
ID00385,4.0
ID00386,3.0
ID00387,3.0
ID00388,2.0
ID00389,2.0
ID00390,2.0
ID00391,2.0
ID00392,2.0
ID00393,4.0
ID00394,2.0
ID00395,3.0
ID00396,3.0
ID00397,3.0
ID00398,3.0
ID00399,3.0
ID00400,4.0
ID00401,2.0
ID00402,2.0
ID00403,2.0
ID00404,3.0
ID00405,2.0
ID00406,4.0
ID00407,2.0
ID00408,3.0
ID00409,4.0
ID00410,2.0
ID00411,4.0
ID00412,3.0
ID00413,2.0
ID00414,2.0
ID00415,2.0
ID00416,2.0
ID00417,2.0
ID00418,2.0
ID00419,4.0
ID00420,2.0
ID00421,3.0
ID00422,2.0
ID00423,2.0
ID00424,2.0
ID00425,3.0
ID00426,3.0
ID00427,4.0
ID00428,2.0
ID00429,4.0
ID00430,2.0
ID00431,4.0
ID00432,3.0
ID00433,3.0
ID00434,4.0
ID00435,3.0
ID00436,2.0
ID00437,2.0
ID00438,3.0
ID00439,2.0
ID00440,2.0
ID00441,4.0
ID00442,2.0
ID00443,2.0
ID00444,2.0
ID00445,3.0
ID00446,3.0
ID00447,2.0
ID00448,2.0
ID00449,2.0
ID00450,2.0
ID00451,4.0
ID00452,2.0
ID00453,2.0
ID00454,3.0
ID00455,3.0
ID00456,3.0
ID00457,2.0
ID00458,2.0
ID00459,3.0
ID00460,2.0
ID00461,3.0
ID00462,3.0
ID00463,2.0
ID00464,3.0
ID00465,2.0
ID00466,2.0
ID00467,3.0
ID00468,3.0
ID00469,3.0
ID00470,2.0
ID00471,2.0
ID00472,2.0
ID00473,4.0
ID00474,2.0
ID00475,3.0
ID00476,4.0
ID00477,3.0
ID00478,3.0
ID00479,3.0
ID00480,2.0
ID00481,4.0
ID00482,2.0
ID00483,3.0
ID00484,2.0
ID00485,2.0
ID00486,2.0
ID00487,4.0
ID00488,2.0
ID00489,3.0
ID00490,3.0
ID00491,3.0
ID00492,2.0
ID00493,3.0
ID00494,2.0
ID00495,3.0
ID00496,2.0
ID00497,3.0
ID00498,3.0
ID00499,3.0
ID00500,3.0
ID00501,3.0
ID00502,2.0
ID00503,3.0
ID00504,3.0
ID00505,3.0
ID00506,3.0
ID00507,3.0
ID00508,3.0
ID00509,2.0
ID00510,2.0
ID00511,4.0
ID00512,4.0
ID00513,2.0
ID00514,3.0
ID00515,2.0
ID00516,2.0
ID00517,2.0
ID00518,2.0
ID00519,3.0
ID00520,3.0
ID00521,3.0
ID00522,3.0
ID00523,3.0
ID00524,2.0
ID00525,2.0
ID00526,3.0
ID00527,3.0
ID00528,4.0
ID00529,4.0
ID00530,3.0
ID00531,2.0
ID00532,2.0
ID00533,2.0
ID00534,2.0
ID00535,4.0
ID00536,2.0
ID00537,2.0
ID00538,2.0
ID00539,3.0
ID00540,2.0
ID00541,2.0
ID00542,3.0
ID00543,2.0
ID00544,3.0
ID00545,4.0
ID00546,4.0
ID00547,4.0
ID00548,3.0
ID00549,3.0
ID00550,3.0
ID00551,3.0
ID00552,4.0
ID00553,2.0
ID00554,3.0
ID00555,4.0
ID00556,2.0
ID00557,4.0
ID00558,3.0
ID00559,2.0
ID00560,2.0
ID00561,2.0
ID00562,3.0
ID00563,2.0
ID00564,2.0
ID00565,2.0
ID00566,2.0
ID00567,2.0
ID00568,4.0
ID00569,3.0
ID00570,2.0
ID00571,3.0
ID00572,2.0
ID00573,2.0
ID00574,4.0
ID00575,4.0
ID00576,2.0
ID00577,2.0
ID00578,2.0
ID00579,2.0
ID00580,0.0
ID00581,2.0
ID00582,2.0
ID00583,3.0
ID00584,2.0
ID00585,2.0
ID00586,3.0
ID00587,2.0
ID00588,2.0
ID00589,3.0
ID00590,0.0
ID00591,3.0
ID00592,2.0
ID00593,2.0
ID00594,2.0
ID00595,3.0
ID00596,3.0
ID00597,2.0
ID00598,3.0
ID00599,4.0
ID00600,3.0
ID00601,0.0
ID00602,2.0
ID00603,2.0
ID00604,3.0
ID00605,3.0
ID00606,3.0
ID00607,2.0
ID00608,4.0
ID00609,4.0
ID00610,2.0
ID00611,2.0
ID00612,2.0
ID00613,0.0
ID00614,3.0
ID00615,2.0
ID00616,2.0
ID00617,3.0
ID00618,3.0
ID00619,2.0
ID00620,2.0
ID00621,2.0
ID00622,4.0
ID00623,3.0
ID00624,2.0
ID00625,2.0
ID00626,3.0
ID00627,3.0
ID00628,3.0
ID00629,2.0
ID00630,2.0
ID00631,3.0
ID00632,2.0
ID00633,2.0
ID00634,3.0
ID00635,2.0
ID00636,3.0
ID00637,3.0
ID00638,3.0
ID00639,0.0
ID00640,2.0
ID00641,3.0
ID00642,3.0
ID00643,2.0
ID00644,3.0
ID00645,2.0
ID00646,2.0
ID00647,3.0
ID00648,3.0
ID00649,2.0
ID00650,2.0
ID00651,3.0
ID00652,2.0
ID00653,2.0
ID00654,4.0
ID00655,4.0
ID00656,4.0
ID00657,2.0
ID00658,2.0
ID00659,2.0
ID00660,2.0
ID00661,2.0
ID00662,2.0
ID00663,3.0
ID00664,2.0
ID00665,2.0
ID00666,4.0
ID00667,2.0
ID00668,2.0
ID00669,3.0
ID00670,3.0
ID00671,2.0
ID00672,3.0
ID00673,2.0
ID00674,3.0
ID00675,4.0
ID00676,3.0
ID00677,2.0
ID00678,4.0
ID00679,2.0
ID00680,2.0
ID00681,3.0
ID00682,4.0
ID00683,2.0
ID00684,3.0
ID00685,3.0
ID00686,2.0
ID00687,3.0
ID00688,4.0
ID00689,3.0
ID00690,2.0
ID00691,2.0
ID00692,4.0
ID00693,3.0
ID00694,2.0
ID00695,2.0
ID00696,2.0
ID00697,2.0
ID00698,2.0
ID00699,3.0
ID00700,3.0
ID00701,3.0
ID00702,2.0
ID00703,2.0
ID00704,2.0
ID00705,3.0
ID00706,2.0
ID00707,2.0
ID00708,2.0
ID00709,2.0
ID00710,3.0
ID00711,2.0
ID00712,2.0
ID00713,4.0
ID00714,4.0
ID00715,2.0
ID00716,3.0
ID00717,2.0
ID00718,2.0
ID00719,2.0
ID00720,2.0
ID00721,4.0
ID00722,4.0
ID00723,3.0
ID00724,2.0
ID00725,4.0
ID00726,2.0
ID00727,2.0
ID00728,2.0
ID00729,3.0
ID00730,2.0
ID00731,2.0
ID00732,2.0
ID00733,2.0
ID00734,2.0
ID00735,4.0
ID00736,3.0
ID00737,2.0
ID00738,2.0
ID00739,2.0
ID00740,3.0
ID00741,2.0
ID00742,2.0
ID00743,2.0
ID00744,2.0
ID00745,2.0
ID00746,2.0
ID00747,2.0
ID00748,2.0
ID00749,2.0
ID00750,3.0
ID00751,3.0
ID00752,3.0
ID00753,4.0
ID00754,3.0
ID00755,2.0
ID00756,4.0
ID00757,2.0
ID00758,2.0
ID00759,2.0
ID00760,2.0
ID00761,3.0
ID00762,2.0
ID00763,3.0
ID00764,2.0
ID00765,3.0
ID00766,2.0
ID00767,3.0
ID00768,3.0
ID00769,4.0
ID00770,2.0
ID00771,3.0
ID00772,3.0
ID00773,4.0
ID00774,3.0
ID00775,2.0
ID00776,2.0
ID00777,2.0
ID00778,3.0
ID00779,2.0
ID00780,2.0
ID00781,2.0
ID00782,2.0
ID00783,3.0
ID00784,3.0
ID00785,2.0
ID00786,2.0
ID00787,4.0
ID00788,2.0
ID00789,3.0
ID00790,4.0
ID00791,3.0
ID00792,3.0
ID00793,3.0
ID00794,3.0
ID00795,3.0
ID00796,2.0
ID00797,2.0
ID00798,2.0
ID00799,3.0
ID00800,4.0
ID00801,2.0
ID00802,3.0
ID00803,2.0
ID00804,0.0
ID00805,2.0
ID00806,3.0
ID00807,2.0
ID00808,4.0
ID00809,2.0
ID00810,2.0
ID00811,3.0
ID00812,3.0
ID00813,2.0
ID00814,2.0
ID00815,2.0
ID00816,3.0
ID00817,2.0
ID00818,2.0
ID00819,3.0
ID00820,3.0
ID00821,2.0
ID00822,2.0
ID00823,0.0
ID00824,2.0
ID00825,2.0
ID00826,2.0
ID00827,2.0
ID00828,0.0
ID00829,3.0
ID00830,2.0
ID00831,2.0
ID00832,4.0
ID00833,2.0
ID00834,2.0
ID00835,2.0
ID00836,2.0
ID00837,2.0
ID00838,3.0
ID00839,2.0
ID00840,3.0
ID00841,2.0
ID00842,2.0
ID00843,3.0
ID00844,2.0
ID00845,2.0
ID00846,2.0
ID00847,3.0
ID00848,2.0
ID00849,2.0
ID00850,2.0
ID00851,2.0
ID00852,2.0
ID00853,4.0
ID00854,4.0
ID00855,2.0
ID00856,3.0
ID00857,2.0
ID00858,3.0
ID00859,2.0
ID00860,2.0
ID00861,3.0
ID00862,2.0
ID00863,2.0
ID00864,4.0
ID00865,3.0
ID00866,3.0
ID00867,3.0
ID00868,4.0
ID00869,3.0
ID00870,2.0
ID00871,2.0
ID00872,3.0
ID00873,4.0
ID00874,2.0
ID00875,2.0
ID00876,3.0
ID00877,2.0
ID00878,3.0
ID00879,0.0
ID00880,2.0
ID00881,3.0
ID00882,2.0
ID00883,3.0
ID00884,2.0
ID00885,2.0
ID00886,4.0
ID00887,2.0
ID00888,2.0
ID00889,2.0
ID00890,4.0
ID00891,2.0
ID00892,3.0
ID00893,4.0
ID00894,3.0
ID00895,3.0
ID00896,3.0
ID00897,3.0
ID00898,3.0
ID00899,3.0
ID00900,3.0
ID00901,2.0
ID00902,2.0
ID00903,2.0
ID00904,4.0
ID00905,4.0
ID00906,2.0
ID00907,2.0
ID00908,3.0
ID00909,2.0
ID00910,3.0
ID00911,2.0
ID00912,2.0
ID00913,2.0
ID00914,2.0
ID00915,3.0
ID00916,2.0
ID00917,2.0
ID00918,3.0
ID00919,2.0
ID00920,2.0
ID00921,2.0
ID00922,2.0
ID00923,3.0
ID00924,3.0
ID00925,3.0
ID00926,2.0
ID00927,4.0
ID00928,2.0
ID00929,2.0
ID00930,2.0
ID00931,3.0
ID00932,4.0
ID00933,3.0
ID00934,3.0
ID00935,2.0
ID00936,2.0
ID00937,2.0
ID00938,2.0
ID00939,2.0
ID00940,3.0
ID00941,4.0
ID00942,4.0
ID00943,4.0
ID00944,2.0
ID00945,3.0
ID00946,3.0
ID00947,2.0
ID00948,2.0
ID00949,3.0
ID00950,2.0
ID00951,3.0
ID00952,2.0
ID00953,2.0
ID00954,2.0
ID00955,4.0
ID00956,2.0
ID00957,3.0
ID00958,3.0
ID00959,2.0
ID00960,3.0
ID00961,4.0
ID00962,4.0
ID00963,3.0
ID00964,4.0
ID00965,2.0
ID00966,4.0
ID00967,3.0
ID00968,2.0
ID00969,2.0
ID00970,3.0
ID00971,2.0
ID00972,3.0
ID00973,3.0
ID00974,3.0
ID00975,2.0
ID00976,3.0
ID00977,3.0
ID00978,2.0
ID00979,3.0
ID00980,3.0
ID00981,2.0
ID00982,3.0
ID00983,2.0
ID00984,2.0
ID00985,3.0
ID00986,3.0
ID00987,2.0
ID00988,1.0
ID00989,3.0
ID00990,2.0
ID00991,3.0
ID00992,3.0
ID00993,3.0
ID00994,2.0
ID00995,2.0
ID00996,3.0
ID00997,2.0
ID00998,2.0
ID00999,2.0
ID01000,2.0
ID01001,3.0
ID01002,2.0
ID01003,3.0
ID01004,2.0
ID01005,2.0
ID01006,2.0
ID01007,0.0
ID01008,2.0
ID01009,2.0
ID01010,2.0
ID01011,3.0
ID01012,4.0
ID01013,4.0
ID01014,2.0
ID01015,4.0
ID01016,3.0
ID01017,2.0
ID01018,4.0
ID01019,3.0
ID01020,3.0
ID01021,2.0
ID01022,2.0
ID01023,3.0
ID01024,3.0
ID01025,2.0
ID01026,2.0
ID01027,4.0
ID01028,2.0
ID01029,4.0
ID01030,2.0
ID01031,2.0
ID01032,3.0
ID01033,3.0
ID01034,3.0
ID01035,2.0
ID01036,4.0
ID01037,2.0
ID01038,2.0
ID01039,2.0
ID01040,2.0
ID01041,2.0
ID01042,3.0
ID01043,2.0
ID01044,2.0
ID01045,2.0
ID01046,3.0
ID01047,3.0
ID01048,2.0
ID01049,3.0
ID01050,3.0
ID01051,3.0
ID01052,4.0
ID01053,3.0
ID01054,4.0
ID01055,2.0
ID01056,2.0
ID01057,2.0
ID01058,2.0
ID01059,2.0
ID01060,4.0
ID01061,4.0
ID01062,3.0
ID01063,2.0
ID01064,2.0
ID01065,3.0
ID01066,2.0
ID01067,2.0
ID01068,2.0
ID01069,3.0
ID01070,2.0
ID01071,2.0
ID01072,2.0
ID01073,2.0
ID01074,3.0
ID01075,3.0
ID01076,2.0
ID01077,2.0
ID01078,2.0
ID01079,3.0
ID01080,2.0
ID01081,2.0
ID01082,2.0
ID01083,3.0
ID01084,4.0
ID01085,2.0
ID01086,3.0
ID01087,3.0
ID01088,3.0
ID01089,2.0
ID01090,2.0
ID01091,2.0
ID01092,3.0
ID01093,2.0
ID01094,2.0
ID01095,3.0
ID01096,2.0
ID01097,2.0
ID01098,2.0
ID01099,4.0
ID01100,2.0
ID01101,3.0
ID01102,2.0
ID01103,3.0
ID01104,4.0
ID01105,3.0
ID01106,2.0
ID01107,2.0
ID01108,2.0
ID01109,2.0
ID01110,2.0
ID01111,2.0
ID01112,2.0
ID01113,2.0
ID01114,2.0
ID01115,3.0
ID01116,3.0
ID01117,2.0
ID01118,2.0
ID01119,2.0
ID01120,2.0
ID01121,2.0
ID01122,3.0
ID01123,2.0
ID01124,2.0
ID01125,3.0
ID01126,3.0
ID01127,3.0
ID01128,2.0
ID01129,2.0
ID01130,3.0
ID01131,3.0
ID01132,4.0
ID01133,2.0
ID01134,2.0
ID01135,3.0
ID01136,2.0
ID01137,2.0
ID01138,2.0
ID01139,3.0
ID01140,2.0
ID01141,4.0
ID01142,3.0
ID01143,2.0
ID01144,0.0
ID01145,2.0
ID01146,3.0
ID01147,3.0
ID01148,3.0
ID01149,2.0
ID01150,2.0
ID01151,2.0
ID01152,3.0
ID01153,4.0
ID01154,2.0
ID01155,4.0
ID01156,2.0
ID01157,3.0
ID01158,2.0
ID01159,2.0
ID01160,2.0
ID01161,2.0
ID01162,2.0
ID01163,2.0
ID01164,2.0
ID01165,3.0
ID01166,2.0
ID01167,2.0
ID01168,3.0
ID01169,3.0
ID01170,2.0
ID01171,3.0
ID01172,2.0
ID01173,3.0
ID01174,4.0
ID01175,2.0
ID01176,2.0
ID01177,3.0
ID01178,2.0
ID01179,3.0
ID01180,4.0
ID01181,3.0
ID01182,2.0
ID01183,2.0
ID01184,2.0
ID01185,2.0
ID01186,2.0
ID01187,2.0
ID01188,0.0
ID01189,3.0
ID01190,2.0
ID01191,4.0
ID01192,3.0
ID01193,3.0
ID01194,2.0
ID01195,2.0
ID01196,2.0
ID01197,2.0
ID01198,3.0
ID01199,2.0
ID01200,3.0
ID01201,3.0
ID01202,3.0
ID01203,3.0
ID01204,3.0
ID01205,2.0
ID01206,2.0
ID01207,2.0
ID01208,2.0
ID01209,4.0
ID01210,2.0
ID01211,2.0
ID01212,2.0
ID01213,3.0
ID01214,3.0
ID01215,3.0
ID01216,2.0
ID01217,2.0
ID01218,3.0
ID01219,2.0
ID01220,2.0
ID01221,2.0
ID01222,3.0
ID01223,2.0
ID01224,2.0
ID01225,2.0
ID01226,4.0
ID01227,2.0
ID01228,2.0
ID01229,3.0
ID01230,2.0
ID01231,2.0
ID01232,3.0
ID01233,2.0
ID01234,3.0
ID01235,2.0
ID01236,2.0
ID01237,2.0
ID01238,2.0
ID01239,4.0
ID01240,4.0
ID01241,2.0
ID01242,4.0
ID01243,2.0
ID01244,2.0
ID01245,2.0
ID01246,2.0
ID01247,2.0
ID01248,2.0
ID01249,3.0
ID01250,2.0
ID01251,2.0
ID01252,2.0
ID01253,4.0
ID01254,2.0
ID01255,2.0
ID01256,3.0
ID01257,2.0
ID01258,3.0
ID01259,2.0
ID01260,2.0
ID01261,3.0
ID01262,2.0
ID01263,2.0
ID01264,2.0
ID01265,2.0
ID01266,2.0
ID01267,2.0
ID01268,3.0
ID01269,2.0
ID01270,2.0
ID01271,2.0
ID01272,3.0
ID01273,2.0
ID01274,2.0
ID01275,3.0
ID01276,2.0
ID01277,0.0
ID01278,2.0
ID01279,2.0
ID01280,3.0
ID01281,2.0
ID01282,2.0
ID01283,3.0
ID01284,3.0
ID01285,2.0
ID01286,2.0
ID01287,2.0
ID01288,2.0
ID01289,3.0
ID01290,2.0
ID01291,2.0
ID01292,4.0
ID01293,2.0
ID01294,3.0
ID01295,3.0
ID01296,2.0
ID01297,2.0
ID01298,2.0
ID01299,3.0
ID01300,3.0
ID01301,2.0
ID01302,2.0
ID01303,3.0
ID01304,3.0
ID01305,2.0
ID01306,3.0
ID01307,3.0
ID01308,3.0
ID01309,2.0
ID01310,3.0
ID01311,2.0
ID01312,2.0
ID01313,2.0
ID01314,3.0
ID01315,2.0
ID01316,2.0
ID01317,2.0
ID01318,2.0
ID01319,2.0
ID01320,4.0
ID01321,2.0
ID01322,3.0
ID01323,2.0
ID01324,2.0
ID01325,3.0
ID01326,3.0
ID01327,3.0
ID01328,2.0
ID01329,3.0
ID01330,2.0
ID01331,2.0
ID01332,3.0
ID01333,2.0
ID01334,2.0
ID01335,0.0
ID01336,3.0
ID01337,3.0
ID01338,3.0
ID01339,4.0
ID01340,2.0
ID01341,4.0
ID01342,2.0
ID01343,2.0
ID01344,2.0
ID01345,2.0
ID01346,2.0
ID01347,2.0
ID01348,2.0
ID01349,2.0
ID01350,2.0
ID01351,3.0
ID01352,2.0
ID01353,3.0
ID01354,2.0
ID01355,2.0
ID01356,2.0
ID01357,2.0
ID01358,4.0
ID01359,3.0
ID01360,2.0
ID01361,3.0
ID01362,3.0
ID01363,2.0
ID01364,4.0
ID01365,2.0
ID01366,2.0
ID01367,4.0
ID01368,2.0
ID01369,2.0
ID01370,2.0
ID01371,2.0
ID01372,4.0
ID01373,3.0
ID01374,2.0
ID01375,2.0
ID01376,2.0
ID01377,2.0
ID01378,2.0
ID01379,2.0
ID01380,2.0
ID01381,3.0
ID01382,2.0
ID01383,2.0
ID01384,3.0
ID01385,3.0
ID01386,4.0
ID01387,2.0
ID01388,4.0
ID01389,2.0
ID01390,4.0
ID01391,2.0
ID01392,2.0
ID01393,2.0
ID01394,2.0
ID01395,2.0
ID01396,4.0
ID01397,2.0
ID01398,2.0
ID01399,4.0
ID01400,4.0
ID01401,2.0
ID01402,3.0
ID01403,2.0
ID01404,2.0
ID01405,3.0
ID01406,3.0
ID01407,2.0
ID01408,2.0
ID01409,4.0
ID01410,3.0
ID01411,3.0
ID01412,2.0
ID01413,4.0
ID01414,2.0
ID01415,2.0
ID01416,3.0
ID01417,2.0
ID01418,4.0
ID01419,2.0
ID01420,2.0
ID01421,4.0
ID01422,4.0
ID01423,3.0
ID01424,2.0
ID01425,3.0
ID01426,0.0
ID01427,3.0
ID01428,3.0
ID01429,2.0
ID01430,3.0
ID01431,4.0
ID01432,4.0
ID01433,2.0
ID01434,3.0
ID01435,2.0
ID01436,3.0
ID01437,2.0
ID01438,4.0
ID01439,2.0
ID01440,2.0
ID01441,2.0
ID01442,2.0
ID01443,3.0
ID01444,2.0
ID01445,2.0
ID01446,3.0
ID01447,2.0
ID01448,3.0
ID01449,3.0
ID01450,4.0
ID01451,2.0
ID01452,3.0
ID01453,2.0
ID01454,2.0
ID01455,2.0
ID01456,2.0
ID01457,3.0
ID01458,2.0
ID01459,3.0
ID01460,2.0
ID01461,2.0
ID01462,2.0
ID01463,2.0
ID01464,2.0
ID01465,2.0
ID01466,3.0
ID01467,2.0
ID01468,2.0
ID01469,3.0
ID01470,2.0
ID01471,3.0
ID01472,2.0
ID01473,2.0
ID01474,3.0
ID01475,4.0
ID01476,2.0
ID01477,2.0
ID01478,2.0
ID01479,3.0
ID01480,3.0
ID01481,3.0
ID01482,2.0
ID01483,2.0
ID01484,2.0
ID01485,3.0
ID01486,3.0
ID01487,3.0
ID01488,2.0
ID01489,2.0
ID01490,2.0
ID01491,4.0
ID01492,4.0
ID01493,3.0
ID01494,2.0
ID01495,2.0
ID01496,2.0
ID01497,2.0
ID01498,2.0
ID01499,3.0
ID01500,2.0
ID01501,2.0
ID01502,2.0
ID01503,4.0
ID01504,2.0
ID01505,2.0
ID01506,4.0
ID01507,3.0
ID01508,3.0
ID01509,2.0
ID01510,2.0
ID01511,3.0
ID01512,2.0
ID01513,3.0
ID01514,2.0
ID01515,2.0
ID01516,2.0
ID01517,2.0
ID01518,3.0
ID01519,3.0
ID01520,3.0
ID01521,2.0
ID01522,3.0
ID01523,2.0
ID01524,2.0
ID01525,3.0
ID01526,4.0
ID01527,2.0
ID01528,2.0
ID01529,3.0
ID01530,3.0
ID01531,2.0
ID01532,3.0
ID01533,2.0
ID01534,4.0
ID01535,4.0
ID01536,2.0
ID01537,2.0
ID01538,3.0
ID01539,2.0
ID01540,2.0
ID01541,4.0
ID01542,2.0
ID01543,4.0
ID01544,2.0
ID01545,3.0
ID01546,3.0
ID01547,2.0
ID01548,2.0
ID01549,2.0
ID01550,2.0
ID01551,2.0
ID01552,3.0
ID01553,2.0
